No.;Tanggal;Delik;Sektor;Instansi;Unit Kerja;Provinsi;Kabupaten/Kota;Tahun;Kode Kabupaten;Kode Provinsi
442;26/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KEMENTERIAN PERHUBUNGAN;DITJEN PERHUBUNGAN DARAT;SUMATERA BARAT;PADANG;2013;1371;1371
443;09/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KEMENTERIAN SOSIAL;KEMENTERIAN SOSIAL;DKI JAKARTA;JAKARTA PUSAT;2009;3173;3173
444;19/06/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;-;BADAN PERTANAHAN NASIONAL (BPN);BADAN PERTANAHAN NASIONAL (BPN);DKI JAKARTA;JAKARTA UTARA;2014;3175;3173
445;19/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KEMENTERIAN PEKERJAAN UMUM;;NANGGROE ACEH DARUSALAM;SEMUA KOTA;2013;11;1171
446;13/05/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PT. KERETA API INDONESIA;PT. KERETA API INDONESIA;JAWA BARAT;BANDUNG;2010;3204;3273
447;28/05/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;;PEMERINTAH KABUPATEN SERUYAN;PEMERINTAH KABUPATEN SERUYAN;KALIMANTAN TENGAH;SERUYAN;2007;6208;6271
448;17/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;BUMN;PT. BANK NEGARA INDONESIA;;NANGGROE ACEH DARUSALAM;SEMUA KOTA;2003;11;1171
449;17/06/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;-;KEMENTERIAN PERHUBUNGAN;DITJEN PERHUBUNGAN UDARA;DKI JAKARTA;JAKARTA PUSAT;2012;3173;3173
450;30/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;BUMN;PT. PERTAMINA;;DKI JAKARTA;JAKARTA PUSAT;2006;3173;3173
451;26/05/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KEMENTERIAN KELAUTAN DAN PERIKANAN;KEMENTERIAN KELAUTAN DAN PERIKANAN;DKI JAKARTA;JAKARTA PUSAT;2010;3173;3173
452;19/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KOTA SINGKAWANG;PEMERINTAH KOTA SINGKAWANG;KALIMANTAN BARAT;SINGKAWANG;2013;6172;6171
453;15/06/14 00.00;Gratifikasi;;PEMERINTAH KABUPATEN SIMEULUE;PEMERINTAH KABUPATEN SIMEULUE;NANGGROE ACEH DARUSALAM;SIMEULUE;2012;1101;1171
454;19/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN NIAS SELATAN;DINAS KESEHATAN KABUPATEN NIAS SELATAN;SUMATERA UTARA;NIAS SELATAN;2012;1214;1275
455;28/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KEMENTERIAN NEGARA PEMBANGUNAN DAERAH TERTINGGAL;;NANGGROE ACEH DARUSALAM;SEMUA KOTA;0;11;1171
456;18/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN BANYUASIN;PEMERINTAH KABUPATEN BANYUASIN;SUMATERA SELATAN;BANYU ASIN;2013;1607;1671
457;27/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KANTOR MENTERI KOORDINATOR BIDANG PEREKONOMIAN;;DKI JAKARTA;JAKARTA PUSAT;2011;3173;3173
458;11/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN GORONTALO;PEMERINTAH KABUPATEN GORONTALO;GORONTALO;GORONTALO;2006;7502;7571
459;19/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN SARMI;PEMERINTAH KABUPATEN SARMI;PAPUA;SARMI;2012;9419;9471
460;02/07/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PT. GARAM;;JAWA TIMUR;SUMENEP;2013;3529;7835
461;26/05/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN SERUYAN;;KALIMANTAN TENGAH;SERUYAN;206;6208;6271
462;26/05/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN EMPAT LAWANG;;SUMATERA SELATAN;EMPAT LAWANG;2010;1611;1671
463;18/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN BANYUASIN;PEMERINTAH KABUPATEN BANYU ASIN;SUMATERA SELATAN;BANYU ASIN;2013;1607;1671
464;23/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KANTOR MENTERI NEGARA RISET DAN TEKNOLOGI;;DKI JAKARTA;JAKARTA PUSAT;2013;3173;3173
465;16/06/14 00.00;Penyuapan;-;KEJAKSAAN NEGERI KEDIRI;;JAWA TIMUR;KEDIRI;2012;3506;7835
466;17/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN PARIGI MOUTONG;PEMERINTAH KABUPATEN PARIGI - MOUTONG;SULAWESI TENGAH;PARIGI MOUTONG;2011;7208;7271
467;26/06/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;;PEMERINTAH KABUPATEN MUSI BANYUASIN;PEMERINTAH KABUPATEN MUSI BANYU ASIN;SUMATERA SELATAN;MUSI BANYUASIN;2006;1606;1671
468;13/06/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;;KEMENTERIAN AGAMA;KEMENTERIAN AGAMA;DKI JAKARTA;JAKARTA PUSAT;2014;3173;3173
469;24/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH KABUPATEN KOLAKA;DINAS PERTAMBANGAN KABUPATEN KOLAKA;SULAWESI TENGGARA;KOLAKA;2011;7404;7471
470;09/05/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PT. PELINDO III;PT. PELINDO III;DKI JAKARTA;JAKARTA UTARA;2009;3175;3173
471;17/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN BLORA;DINAS PENDIDIKAN KABUPATEN BLORA;JAWA TENGAH;BLORA;2010;3316;3374
472;30/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KEMENTERIAN NEGARA PEMBANGUNAN DAERAH TERTINGGAL;KEMENTERIAN NEGARA PEMBANGUNAN DAERAH TERTINGGAL;DKI JAKARTA;JAKARTA PUSAT;2014;3173;3173
473;12/05/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN PARIGI MOUTONG;PEMERINTAH KABUPATEN PARIGI - MOUTONG;SULAWESI TENGAH;PARIGI MOUTONG;2012;7208;7271
474;05/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN BANYUWANGI;;JAWA TIMUR;BANYUWANGI;2010;3510;7835
475;17/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN GROBOGAN;PEMERINTAH KABUPATEN GROBOGAN;JAWA TENGAH;GROBOGAN;2011;3315;3374
476;23/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KANTOR MENTERI NEGARA RISET DAN TEKNOLOGI;;DKI JAKARTA;JAKARTA PUSAT;2013;3173;3173
477;03/07/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN MOJOKERTO;;JAWA TIMUR;MOJOKERTO;2013;3516;7835
478;24/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN KOTAWARINGIN TIMUR;DINAS PERTAMBANGAN KABUPATEN KOTAWARINGIN TIMUR;KALIMANTAN TENGAH;KOTAWARINGIN TIMUR;2010;6202;6271
479;30/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;KEMENTERIAN KEUANGAN;DITJEN PAJAK;DKI JAKARTA;JAKARTA PUSAT;2005;3173;3173
480;30/06/14 00.00;Penggelapan dalam jabatan;-;PEMERINTAH KOTA PADANG SIDEMPUAN;;SUMATERA UTARA;PADANGSIDiMPUAN;2013;1277;1275
481;08/05/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;;;GORONTALO;BOALEMO;2010;7501;7571
482;10/07/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN TOBA SAMOSIR;DINAS PU/KIMPRASWIL KABUPATEN TOBA SAMOSIR;SUMATERA UTARA;TOBA SAMOSIR;2010;1206;1275
483;08/07/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KOTA BINJAI;;SUMATERA UTARA;BINJAI;2010;1276;1275
484;23/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH KABUPATEN SELUMA;;BENGKULU;SELUMA;2012;1705;1771
485;03/07/14 00.00;Penyuapan;;PEMERINTAH KABUPATEN DONGGALA;PEMERINTAH KABUPATEN DONGGALA;SULAWESI TENGAH;DONGGALA;2014;7205;7271
486;26/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN SERUYAN;PEMERINTAH KABUPATEN SERUYAN;KALIMANTAN TENGAH;SERUYAN;2013;6208;6271
487;30/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KOTA PADANG SIDEMPUAN;PEMERINTAH KOTA PADANG SIDEMPUAN;SUMATERA UTARA;PADANGSIDIMPUAN;2013;1277;1275
488;01/07/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KEMENTERIAN NEGARA PEMBANGUNAN DAERAH TERTINGGAL;KEMENTERIAN NEGARA PEMBANGUNAN DAERAH TERTINGGAL;DKI JAKARTA;JAKARTA PUSAT;2014;3173;3173
489;08/07/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KEMENTERIAN PENDIDIKAN NASIONAL;;DKI JAKARTA;JAKARTA SELATAN;2014;3171;3173
490;13/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN KEPULAUAN SULA;PEMERINTAH KABUPATEN KEPULAUAN SULA;MALUKU UTARA;KEPULAUAN SULA;2006;8203;8271
491;26/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PT. PERUSAHAAN LISTRIK NEGARA;PT. PERUSAHAAN LISTRIK NEGARA;KALIMANTAN TENGAH;KOTAWARINGIN TIMUR;2011;6202;6271
492;18/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;DEWAN PERWAKILAN RAKYAT DAERAH KOTA JAMBI;;JAMBI;JAMBI;2009;1571;1571
493;03/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH PROVINSI NUSA TENGGARA BARAT;PEMERINTAH PROVINSI NUSA TENGGARA BARAT;NUSA TENGGARA BARAT;SUMBAWA;2012;5204;5271
494;16/07/14 00.00;Penyuapan;;KEMENTERIAN KEUANGAN;DITJEN BEA CUKAI;DKI JAKARTA;JAKARTA PUSAT;2014;3173;3173
495;08/05/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;;;GORONTALO;BOALEMO;2010;7501;7571
496;23/05/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KEMENTERIAN KEHUTANAN;KEMENTERIAN KEHUTANAN;RIAU;PEKANBARU;2009;1471;1471
497;19/05/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;BADAN PENYEHATAN PERBANKAN NASIONAL (BPPN);BADAN PENYEHATAN PERBANKAN NASIONAL (BPPN);JAWA TENGAH;SURAKARTA;2000;3372;3374
498;19/05/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KEMENTERIAN KEHUTANAN;KEMENTERIAN KEHUTANAN;RIAU;BENGKALIS;2008;1408;1471
499;20/05/14 00.00;Penyuapan;EKSEKUTIF;KEMENTERIAN KEUANGAN;DITJEN BEA CUKAI;BANTEN;TANGERANG;2012;3603;3604
500;03/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN BENGKALIS;PEMERINTAH KABUPATEN BENGKALIS;RIAU;BENGKALIS;2007;1408;1471
501;15/07/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN MOJOKERTO;;JAWA TIMUR;MOJOKERTO;2013;3516;7835
502;07/07/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;-;KEMENTERIAN PEMUDA DAN OLAHRAGA;KEMENTERIAN PEMUDA DAN OLAHRAGA;DKI JAKARTA;JAKARTA PUSAT;2014;3173;3173
503;08/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KOTA DEPOK;;JAWA BARAT;DEPOK;2010;3276;3273
504;17/07/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH KABUPATEN LANGKAT;;SUMATERA UTARA;LANGKAT;2007;1213;1275
505;17/06/14 00.00;Penyuapan;-;DEWAN PERWAKILAN RAKYAT DAERAH KOTA PARE-PARE;DEWAN PERWAKILAN RAKYAT DAERAH KOTA PARE-PARE;SULAWESI SELATAN;PAREPARE;2013;7372;7371
506;21/07/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN SITUBONDO;DINAS PENDIDIKAN KABUPATEN SITUBONDO;JAWA TIMUR;SITUBONDO;2010;3512;7835
507;01/07/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;SEKRETARIAT JENDERAL DPR-RI;;DKI JAKARTA;JAKARTA SELATAN;2011;3171;3173
508;16/07/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;MABES TNI - AU;MABES TNI - AU;DKI JAKARTA;JAKARTA TIMUR;2013;3172;3173
509;15/07/14 00.00;Gratifikasi;EKSEKUTIF;KEMENTERIAN KEUANGAN;DITJEN BEA CUKAI;PAPUA;BIAK NUMFOR;2013;9409;9471
510;30/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN MALINAU;;KALIMANTAN TIMUR;MALINAU;2007;6501;6471
511;21/07/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;;PEMERINTAH KOTA SURABAYA;;JAWA TIMUR;SURABAYA;2014;3578;7835
512;26/05/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN SERUYAN;;KALIMANTAN TENGAH;SERUYAN;206;6208;6271
513;03/07/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH PROVINSI DKI JAKARTA;;DKI JAKARTA;JAKARTA UTARA;2007;3175;3173
514;03/07/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH PROVINSI DKI JAKARTA;PEMERINTAH PROVINSI DKI JAKARTA;DKI JAKARTA;JAKARTA PUSAT;2013;3173;3173
515;30/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KOTA TARAKAN;PEMERINTAH KOTA TARAKAN;KALIMANTAN TIMUR;TARAKAN;2003;6571;6471
516;30/06/14 00.00;Pemerasan;-;SEKRETARIAT JENDERAL DPR-RI;;SULAWESI SELATAN;LUWU UTARA;2014;7322;7371
517;08/07/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH PROVINSI DKI JAKARTA;PEMERINTAH PROVINSI DKI JAKARTA;DKI JAKARTA;JAKARTA PUSAT;2013;3173;3173
518;20/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN MUSI BANYUASIN;DINAS PU/KIMPRASWIL KABUPATEN MUSI BANYU ASIN;SUMATERA SELATAN;MUSI BANYUASIN;2014;1606;1671
519;17/07/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KEMENTERIAN NEGARA BUMN;KEMENTERIAN NEGARA BUMN;JAWA TIMUR;MOJOKERTO;2008;3516;7835
520;15/07/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PT. ANGKUTAN SUNGAI, DANAU DAN PENYEBERANGAN;PT. ANGKUTAN SUNGAI, DANAU DAN PENYEBERANGAN;DKI JAKARTA;JAKARTA PUSAT;2012;3173;3173
521;04/07/14 00.00;Penyuapan;-;DEWAN PERWAKILAN RAKYAT DAERAH KOTA BEKASI;;JAWA BARAT;BEKASI;2012;3216;3273
522;03/07/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;BUMN;PT. HUTAMA KARYA;PT. HUTAMA KARYA;NANGGROE ACEH DARUSALAM;SEMUA KOTA;2013;11;1171
523;05/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN JEMBER;PEMERINTAH KABUPATEN JEMBER;JAWA TIMUR;JEMBER;2006;3509;7835
524;11/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;LEGISLATIF;DPR-RI;DPR-RI;JAWA BARAT;BEKASI;2014;3216;3273
525;26/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH PROVINSI DKI JAKARTA;;DKI JAKARTA;JAKARTA PUSAT;2013;3173;3173
526;19/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN INDRAGIRI HULU;PEMERINTAH KABUPATEN INDRAGIRI HULU;RIAU;INDRAGIRI HULU;2007;1402;1471
527;08/07/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KEJAKSAAN NEGERI BANGGAI;;SULAWESI TENGAH;BANGGAI;0;7202;7271
528;05/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN KONAWE UTARA;PEMERINTAH KABUPATEN KONAWE UTARA;SULAWESI TENGGARA;KONAWE UTARA;2007;7410;7471
529;07/07/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN ROTE NDAU;;NUSA TENGGARA TIMUR;ROTE NDAO;2012;5314;5371
530;30/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KOTA BANDUNG;;JAWA BARAT;BANDUNG;2008;3204;3273
531;04/08/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH KOTA TANJUNG BALAI;DINAS PERTANIAN KOTA TANJUNG BALAI;SUMATERA UTARA;TANJUNG BALAI;2009;1272;1275
532;23/05/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH KABUPATEN TASIKMALAYA;SEKRETARIAT DAERAH  KABUPATEN TASIKMALAYA;JAWA BARAT;TASIKMALAYA;2010;3206;3273
533;19/06/14 00.00;Gratifikasi;;PEMERINTAH PROVINSI GORONTALO;PEMERINTAH PROVINSI GORONTALO;GORONTALO;GORONTALO;2003;7502;7571
534;24/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KEMENTERIAN PERHUBUNGAN;DITJEN PERHUBUNGAN UDARA;BANTEN;TANGERANG;2010;3603;3604
535;30/05/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH KABUPATEN GARUT;PEMERINTAH KABUPATEN GARUT;NANGGROE ACEH DARUSALAM;SEMUA KOTA;2007;11;1171
536;08/07/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;BUMN;PT. ANGKASA PURA II;PT. ANGKASA PURA II;SUMATERA SELATAN;PALEMBANG;2012;1671;1671
537;30/05/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH KABUPATEN GARUT;PEMERINTAH KABUPATEN GARUT;NANGGROE ACEH DARUSALAM;SEMUA KOTA;2007;11;1171
538;05/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN KONAWE UTARA;;SULAWESI TENGGARA;KONAWE UTARA;2011;7410;7471
539;06/08/14 00.00;Penyuapan;;PENGADILAN NEGERI JAKARTA SELATAN;PENGADILAN NEGERI JAKARTA SELATAN;DKI JAKARTA;JAKARTA SELATAN;2014;3171;3173
540;17/07/14 00.00;Penyuapan;;PEMERINTAH KABUPATEN ASAHAN;;SUMATERA UTARA;ASAHAN;2007;1208;1275
541;14/07/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH KABUPATEN KUBU RAYA;PEMERINTAH KABUPATEN KUBU RAYA;KALIMANTAN BARAT;KUBU RAYA;1997;6112;6171
542;15/07/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;-;PEMERINTAH KOTA SABANG;PEMERINTAH KOTA SABANG;NANGGROE ACEH DARUSALAM;SABANG;2012;1172;1171
543;17/06/14 00.00;Penyuapan;-;PEMERINTAH KABUPATEN ASAHAN;PEMERINTAH KABUPATEN ASAHAN;SUMATERA UTARA;ASAHAN;2007;1208;1275
544;21/03/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN SELAYAR;;SULAWESI SELATAN;SELAYAR;2010;7301;7371
545;11/08/14 00.00;Penyuapan;-;PEMERINTAH KABUPATEN KUTAI TIMUR;;KALIMANTAN TIMUR;SAMARINDA;2014;6472;6471
546;21/07/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;EKSEKUTIF;PEMERINTAH KABUPATEN NIAS SELATAN;PEMERINTAH KABUPATEN NIAS SELATAN;SUMATERA UTARA;NIAS SELATAN;2012;1214;1275
547;16/07/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KEPOLISIAN DAERAH PAPUA;;NANGGROE ACEH DARUSALAM;SEMUA KOTA;2001;11;1171
548;23/07/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;;KEMENTERIAN PERHUBUNGAN;KEMENTERIAN PERHUBUNGAN;KEPULAUAN RIAU;BATAM;2014;2171;2171
549;16/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH PROVINSI JAMBI;PEMERINTAH PROVINSI JAMBI;;;2013;#N/A;#N/A
550;21/07/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;-;KEJAKSAAN NEGERI SUMENEP;KEJAKSAAN NEGERI SUMENEP;JAWA TIMUR;SUMENEP;2010;3529;7835
551;24/07/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KEJAKSAAN TINGGI GORONTALO;;GORONTALO;BOALEMO;2012;7501;7571
552;10/07/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;BADAN PERTANAHAN NASIONAL (BPN);;JAWA BARAT;BOGOR;0;3201;3273
553;21/07/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;;KEMENTERIAN NEGARA PEMBANGUNAN DAERAH TERTINGGAL;;NANGGROE ACEH DARUSALAM;SEMUA KOTA;0;11;1171
554;16/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN MUSI BANYUASIN;;SUMATERA SELATAN;MUSI BANYUASIN;2012;1606;1671
555;18/07/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KEMENTERIAN HUKUM DAN HAK ASASI MANUSIA;;SUMATERA UTARA;ASAHAN;2010;1208;1275
556;14/05/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;DEWAN PERWAKILAN RAKYAT DAERAH PROVINSI JAWA BARAT;DEWAN PERWAKILAN RAKYAT DAERAH PROVINSI JAWA BARAT;JAWA BARAT;DEPOK;2013;3276;3273
557;11/08/14 00.00;Pemerasan;;PEMERINTAH KABUPATEN KARAWANG;PEMERINTAH KABUPATEN KARAWANG;JAWA BARAT;KARAWANG;2014;3215;3273
558;04/04/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH PROVINSI DKI JAKARTA;PEMERINTAH PROVINSI DKI JAKARTA;DKI JAKARTA;JAKARTA BARAT;2005;3174;3173
559;30/06/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN ROKAN HILIR;;RIAU;ROKAN HILIR;2012;1409;1471
560;04/08/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH PROVINSI DKI JAKARTA;;;;2007;#N/A;#N/A
